POS,LOCUS,BIOTYPE
979,MT-RNR1,rRNA
980,MT-RNR1,rRNA
981,MT-RNR1,rRNA
982,MT-RNR1,rRNA
983,MT-RNR1,rRNA
984,MT-RNR1,rRNA
985,MT-RNR1,rRNA
986,MT-RNR1,rRNA
987,MT-RNR1,rRNA
988,MT-RNR1,rRNA
989,MT-RNR1,rRNA
990,MT-RNR1,rRNA
991,MT-RNR1,rRNA
992,MT-RNR1,rRNA
993,MT-RNR1,rRNA
994,MT-RNR1,rRNA
995,MT-RNR1,rRNA
996,MT-RNR1,rRNA
997,MT-RNR1,rRNA
998,MT-RNR1,rRNA
999,MT-RNR1,rRNA
1000,MT-RNR1,rRNA
1001,MT-RNR1,rRNA
1002,MT-RNR1,rRNA
1003,MT-RNR1,rRNA
1004,MT-RNR1,rRNA
1005,MT-RNR1,rRNA
1006,MT-RNR1,rRNA
1007,MT-RNR1,rRNA
1008,MT-RNR1,rRNA
1009,MT-RNR1,rRNA
1010,MT-RNR1,rRNA
1011,MT-RNR1,rRNA
1012,MT-RNR1,rRNA
1013,MT-RNR1,rRNA
1014,MT-RNR1,rRNA
1015,MT-RNR1,rRNA
1016,MT-RNR1,rRNA
1017,MT-RNR1,rRNA
1018,MT-RNR1,rRNA
1019,MT-RNR1,rRNA
1020,MT-RNR1,rRNA
1021,MT-RNR1,rRNA
1022,MT-RNR1,rRNA
1023,MT-RNR1,rRNA
1024,MT-RNR1,rRNA
1025,MT-RNR1,rRNA
1026,MT-RNR1,rRNA
1027,MT-RNR1,rRNA
1028,MT-RNR1,rRNA
1029,MT-RNR1,rRNA
1030,MT-RNR1,rRNA
1031,MT-RNR1,rRNA
1032,MT-RNR1,rRNA
1033,MT-RNR1,rRNA
1034,MT-RNR1,rRNA
1035,MT-RNR1,rRNA
1036,MT-RNR1,rRNA
1037,MT-RNR1,rRNA
1038,MT-RNR1,rRNA
1039,MT-RNR1,rRNA
1040,MT-RNR1,rRNA
1041,MT-RNR1,rRNA
1042,MT-RNR1,rRNA
1043,MT-RNR1,rRNA
1044,MT-RNR1,rRNA
1045,MT-RNR1,rRNA
1046,MT-RNR1,rRNA
1047,MT-RNR1,rRNA
1048,MT-RNR1,rRNA
1049,MT-RNR1,rRNA
1050,MT-RNR1,rRNA
1051,MT-RNR1,rRNA
1052,MT-RNR1,rRNA
1053,MT-RNR1,rRNA
1054,MT-RNR1,rRNA
1055,MT-RNR1,rRNA
1056,MT-RNR1,rRNA
1057,MT-RNR1,rRNA
1058,MT-RNR1,rRNA
1059,MT-RNR1,rRNA
1060,MT-RNR1,rRNA
1061,MT-RNR1,rRNA
1062,MT-RNR1,rRNA
1063,MT-RNR1,rRNA
1064,MT-RNR1,rRNA
1065,MT-RNR1,rRNA
1066,MT-RNR1,rRNA
1067,MT-RNR1,rRNA
1068,MT-RNR1,rRNA
1069,MT-RNR1,rRNA
1070,MT-RNR1,rRNA
1071,MT-RNR1,rRNA
1072,MT-RNR1,rRNA
1073,MT-RNR1,rRNA
1074,MT-RNR1,rRNA
1075,MT-RNR1,rRNA
1076,MT-RNR1,rRNA
1077,MT-RNR1,rRNA
1078,MT-RNR1,rRNA
1079,MT-RNR1,rRNA
1080,MT-RNR1,rRNA
1081,MT-RNR1,rRNA
1082,MT-RNR1,rRNA
1083,MT-RNR1,rRNA
1084,MT-RNR1,rRNA
1085,MT-RNR1,rRNA
1086,MT-RNR1,rRNA
1087,MT-RNR1,rRNA
1088,MT-RNR1,rRNA
1089,MT-RNR1,rRNA
1090,MT-RNR1,rRNA
1091,MT-RNR1,rRNA
1092,MT-RNR1,rRNA
1093,MT-RNR1,rRNA
1094,MT-RNR1,rRNA
1095,MT-RNR1,rRNA
1096,MT-RNR1,rRNA
1097,MT-RNR1,rRNA
1098,MT-RNR1,rRNA
1099,MT-RNR1,rRNA
1100,MT-RNR1,rRNA
1101,MT-RNR1,rRNA
1102,MT-RNR1,rRNA
1103,MT-RNR1,rRNA
1104,MT-RNR1,rRNA
1105,MT-RNR1,rRNA
1106,MT-RNR1,rRNA
1107,MT-RNR1,rRNA
1108,MT-RNR1,rRNA
1109,MT-RNR1,rRNA
1110,MT-RNR1,rRNA
1111,MT-RNR1,rRNA
1112,MT-RNR1,rRNA
1113,MT-RNR1,rRNA
1114,MT-RNR1,rRNA
1115,MT-RNR1,rRNA
1116,MT-RNR1,rRNA
1117,MT-RNR1,rRNA
1118,MT-RNR1,rRNA
1119,MT-RNR1,rRNA
1120,MT-RNR1,rRNA
1121,MT-RNR1,rRNA
1122,MT-RNR1,rRNA
1123,MT-RNR1,rRNA
1124,MT-RNR1,rRNA
1125,MT-RNR1,rRNA
1126,MT-RNR1,rRNA
1127,MT-RNR1,rRNA
1128,MT-RNR1,rRNA
1129,MT-RNR1,rRNA
1130,MT-RNR1,rRNA
1131,MT-RNR1,rRNA
1132,MT-RNR1,rRNA
1133,MT-RNR1,rRNA
1134,MT-RNR1,rRNA
1135,MT-RNR1,rRNA
1136,MT-RNR1,rRNA
1137,MT-RNR1,rRNA
1138,MT-RNR1,rRNA
1139,MT-RNR1,rRNA
1140,MT-RNR1,rRNA
1141,MT-RNR1,rRNA
1142,MT-RNR1,rRNA
1143,MT-RNR1,rRNA
1144,MT-RNR1,rRNA
1145,MT-RNR1,rRNA
1146,MT-RNR1,rRNA
1147,MT-RNR1,rRNA
1148,MT-RNR1,rRNA
1149,MT-RNR1,rRNA
1150,MT-RNR1,rRNA
1151,MT-RNR1,rRNA
1152,MT-RNR1,rRNA
1153,MT-RNR1,rRNA
1154,MT-RNR1,rRNA
1155,MT-RNR1,rRNA
1156,MT-RNR1,rRNA
1157,MT-RNR1,rRNA
1158,MT-RNR1,rRNA
1159,MT-RNR1,rRNA
1160,MT-RNR1,rRNA
1161,MT-RNR1,rRNA
1162,MT-RNR1,rRNA
1163,MT-RNR1,rRNA
1164,MT-RNR1,rRNA
1165,MT-RNR1,rRNA
1166,MT-RNR1,rRNA
1167,MT-RNR1,rRNA
1168,MT-RNR1,rRNA
1169,MT-RNR1,rRNA
1170,MT-RNR1,rRNA
1171,MT-RNR1,rRNA
1172,MT-RNR1,rRNA
1173,MT-RNR1,rRNA
1174,MT-RNR1,rRNA
1175,MT-RNR1,rRNA
1176,MT-RNR1,rRNA
1177,MT-RNR1,rRNA
1178,MT-RNR1,rRNA
1179,MT-RNR1,rRNA
1180,MT-RNR1,rRNA
1181,MT-RNR1,rRNA
1182,MT-RNR1,rRNA
1183,MT-RNR1,rRNA
1184,MT-RNR1,rRNA
1185,MT-RNR1,rRNA
1186,MT-RNR1,rRNA
1187,MT-RNR1,rRNA
1188,MT-RNR1,rRNA
1189,MT-RNR1,rRNA
1190,MT-RNR1,rRNA
1191,MT-RNR1,rRNA
1192,MT-RNR1,rRNA
1193,MT-RNR1,rRNA
1194,MT-RNR1,rRNA
1195,MT-RNR1,rRNA
1196,MT-RNR1,rRNA
1197,MT-RNR1,rRNA
1198,MT-RNR1,rRNA
1199,MT-RNR1,rRNA
1200,MT-RNR1,rRNA
1201,MT-RNR1,rRNA
1202,MT-RNR1,rRNA
1203,MT-RNR1,rRNA
1204,MT-RNR1,rRNA
1205,MT-RNR1,rRNA
1206,MT-RNR1,rRNA
1207,MT-RNR1,rRNA
1208,MT-RNR1,rRNA
1209,MT-RNR1,rRNA
1210,MT-RNR1,rRNA
1211,MT-RNR1,rRNA
1212,MT-RNR1,rRNA
1213,MT-RNR1,rRNA
1214,MT-RNR1,rRNA
1215,MT-RNR1,rRNA
1216,MT-RNR1,rRNA
1217,MT-RNR1,rRNA
1218,MT-RNR1,rRNA
1219,MT-RNR1,rRNA
1220,MT-RNR1,rRNA
1221,MT-RNR1,rRNA
1222,MT-RNR1,rRNA
1223,MT-RNR1,rRNA
1224,MT-RNR1,rRNA
1225,MT-RNR1,rRNA
1226,MT-RNR1,rRNA
1227,MT-RNR1,rRNA
1228,MT-RNR1,rRNA
1229,MT-RNR1,rRNA
1230,MT-RNR1,rRNA
1231,MT-RNR1,rRNA
1232,MT-RNR1,rRNA
1233,MT-RNR1,rRNA
1234,MT-RNR1,rRNA
1235,MT-RNR1,rRNA
1236,MT-RNR1,rRNA
1237,MT-RNR1,rRNA
1238,MT-RNR1,rRNA
1239,MT-RNR1,rRNA
1240,MT-RNR1,rRNA
1241,MT-RNR1,rRNA
1242,MT-RNR1,rRNA
1243,MT-RNR1,rRNA
1244,MT-RNR1,rRNA
1245,MT-RNR1,rRNA
1246,MT-RNR1,rRNA
1247,MT-RNR1,rRNA
1248,MT-RNR1,rRNA
1249,MT-RNR1,rRNA
1250,MT-RNR1,rRNA
1251,MT-RNR1,rRNA
1252,MT-RNR1,rRNA
1253,MT-RNR1,rRNA
1254,MT-RNR1,rRNA
1255,MT-RNR1,rRNA
1256,MT-RNR1,rRNA
1257,MT-RNR1,rRNA
1258,MT-RNR1,rRNA
1259,MT-RNR1,rRNA
1260,MT-RNR1,rRNA
1261,MT-RNR1,rRNA
1262,MT-RNR1,rRNA
1263,MT-RNR1,rRNA
1264,MT-RNR1,rRNA
1265,MT-RNR1,rRNA
1266,MT-RNR1,rRNA
1267,MT-RNR1,rRNA
1268,MT-RNR1,rRNA
1269,MT-RNR1,rRNA
1270,MT-RNR1,rRNA
1271,MT-RNR1,rRNA
1272,MT-RNR1,rRNA
1273,MT-RNR1,rRNA
1274,MT-RNR1,rRNA
1275,MT-RNR1,rRNA
1276,MT-RNR1,rRNA
1277,MT-RNR1,rRNA
1278,MT-RNR1,rRNA
1279,MT-RNR1,rRNA
1280,MT-RNR1,rRNA
1281,MT-RNR1,rRNA
1282,MT-RNR1,rRNA
1283,MT-RNR1,rRNA
1284,MT-RNR1,rRNA
1285,MT-RNR1,rRNA
1286,MT-RNR1,rRNA
1287,MT-RNR1,rRNA
1288,MT-RNR1,rRNA
1289,MT-RNR1,rRNA
1290,MT-RNR1,rRNA
1291,MT-RNR1,rRNA
1292,MT-RNR1,rRNA
1293,MT-RNR1,rRNA
1294,MT-RNR1,rRNA
1295,MT-RNR1,rRNA
1296,MT-RNR1,rRNA
1297,MT-RNR1,rRNA
1298,MT-RNR1,rRNA
1299,MT-RNR1,rRNA
1300,MT-RNR1,rRNA
1301,MT-RNR1,rRNA
1302,MT-RNR1,rRNA
1303,MT-RNR1,rRNA
1304,MT-RNR1,rRNA
1305,MT-RNR1,rRNA
1306,MT-RNR1,rRNA
1307,MT-RNR1,rRNA
1308,MT-RNR1,rRNA
1309,MT-RNR1,rRNA
1310,MT-RNR1,rRNA
1311,MT-RNR1,rRNA
1312,MT-RNR1,rRNA
1313,MT-RNR1,rRNA
1314,MT-RNR1,rRNA
1315,MT-RNR1,rRNA
1316,MT-RNR1,rRNA
1317,MT-RNR1,rRNA
1318,MT-RNR1,rRNA
1319,MT-RNR1,rRNA
1320,MT-RNR1,rRNA
1321,MT-RNR1,rRNA
1322,MT-RNR1,rRNA
1323,MT-RNR1,rRNA
1324,MT-RNR1,rRNA
1325,MT-RNR1,rRNA
1326,MT-RNR1,rRNA
1327,MT-RNR1,rRNA
1328,MT-RNR1,rRNA
1329,MT-RNR1,rRNA
1330,MT-RNR1,rRNA
1331,MT-RNR1,rRNA
1332,MT-RNR1,rRNA
1333,MT-RNR1,rRNA
1334,MT-RNR1,rRNA
1335,MT-RNR1,rRNA
1336,MT-RNR1,rRNA
1337,MT-RNR1,rRNA
1338,MT-RNR1,rRNA
1339,MT-RNR1,rRNA
1340,MT-RNR1,rRNA
1341,MT-RNR1,rRNA
1342,MT-RNR1,rRNA
1343,MT-RNR1,rRNA
1344,MT-RNR1,rRNA
1345,MT-RNR1,rRNA
1346,MT-RNR1,rRNA
1347,MT-RNR1,rRNA
1348,MT-RNR1,rRNA
1349,MT-RNR1,rRNA
1350,MT-RNR1,rRNA
1351,MT-RNR1,rRNA
1352,MT-RNR1,rRNA
1353,MT-RNR1,rRNA
1354,MT-RNR1,rRNA
1355,MT-RNR1,rRNA
1356,MT-RNR1,rRNA
1357,MT-RNR1,rRNA
1358,MT-RNR1,rRNA
1359,MT-RNR1,rRNA
1360,MT-RNR1,rRNA
1361,MT-RNR1,rRNA
1362,MT-RNR1,rRNA
1363,MT-RNR1,rRNA
1364,MT-RNR1,rRNA
1365,MT-RNR1,rRNA
1366,MT-RNR1,rRNA
1367,MT-RNR1,rRNA
1368,MT-RNR1,rRNA
1369,MT-RNR1,rRNA
1370,MT-RNR1,rRNA
1371,MT-RNR1,rRNA
1372,MT-RNR1,rRNA
1373,MT-RNR1,rRNA
1374,MT-RNR1,rRNA
1375,MT-RNR1,rRNA
1376,MT-RNR1,rRNA
1377,MT-RNR1,rRNA
1378,MT-RNR1,rRNA
1379,MT-RNR1,rRNA
1380,MT-RNR1,rRNA
1381,MT-RNR1,rRNA
1382,MT-RNR1,rRNA
1383,MT-RNR1,rRNA
1384,MT-RNR1,rRNA
1385,MT-RNR1,rRNA
1386,MT-RNR1,rRNA
1387,MT-RNR1,rRNA
1388,MT-RNR1,rRNA
1389,MT-RNR1,rRNA
1390,MT-RNR1,rRNA
1391,MT-RNR1,rRNA
1392,MT-RNR1,rRNA
1393,MT-RNR1,rRNA
1394,MT-RNR1,rRNA
1395,MT-RNR1,rRNA
1396,MT-RNR1,rRNA
1397,MT-RNR1,rRNA
1398,MT-RNR1,rRNA
1399,MT-RNR1,rRNA
1400,MT-RNR1,rRNA
1401,MT-RNR1,rRNA
1402,MT-RNR1,rRNA
1403,MT-RNR1,rRNA
1404,MT-RNR1,rRNA
1405,MT-RNR1,rRNA
1406,MT-RNR1,rRNA
1407,MT-RNR1,rRNA
1408,MT-RNR1,rRNA
1409,MT-RNR1,rRNA
1410,MT-RNR1,rRNA
1411,MT-RNR1,rRNA
1412,MT-RNR1,rRNA
1413,MT-RNR1,rRNA
1414,MT-RNR1,rRNA
1415,MT-RNR1,rRNA
1416,MT-RNR1,rRNA
1417,MT-RNR1,rRNA
1418,MT-RNR1,rRNA
1419,MT-RNR1,rRNA
1420,MT-RNR1,rRNA
1421,MT-RNR1,rRNA
1422,MT-RNR1,rRNA
1423,MT-RNR1,rRNA
1424,MT-RNR1,rRNA
1425,MT-RNR1,rRNA
1426,MT-RNR1,rRNA
1427,MT-RNR1,rRNA
1428,MT-RNR1,rRNA
1429,MT-RNR1,rRNA
1430,MT-RNR1,rRNA
1431,MT-RNR1,rRNA
1432,MT-RNR1,rRNA
1433,MT-RNR1,rRNA
1434,MT-RNR1,rRNA
1435,MT-RNR1,rRNA
1436,MT-RNR1,rRNA
1437,MT-RNR1,rRNA
1438,MT-RNR1,rRNA
1439,MT-RNR1,rRNA
1440,MT-RNR1,rRNA
1441,MT-RNR1,rRNA
1442,MT-RNR1,rRNA
1443,MT-RNR1,rRNA
1444,MT-RNR1,rRNA
1445,MT-RNR1,rRNA
1446,MT-RNR1,rRNA
1447,MT-RNR1,rRNA
1448,MT-RNR1,rRNA
1449,MT-RNR1,rRNA
1450,MT-RNR1,rRNA
1451,MT-RNR1,rRNA
1452,MT-RNR1,rRNA
1453,MT-RNR1,rRNA
1454,MT-RNR1,rRNA
1455,MT-RNR1,rRNA
1456,MT-RNR1,rRNA
1457,MT-RNR1,rRNA
1458,MT-RNR1,rRNA
1459,MT-RNR1,rRNA
1460,MT-RNR1,rRNA
1461,MT-RNR1,rRNA
1462,MT-RNR1,rRNA
1463,MT-RNR1,rRNA
1464,MT-RNR1,rRNA
1465,MT-RNR1,rRNA
1466,MT-RNR1,rRNA
1467,MT-RNR1,rRNA
1468,MT-RNR1,rRNA
1469,MT-RNR1,rRNA
1470,MT-RNR1,rRNA
1471,MT-RNR1,rRNA
1472,MT-RNR1,rRNA
1473,MT-RNR1,rRNA
1474,MT-RNR1,rRNA
1475,MT-RNR1,rRNA
1476,MT-RNR1,rRNA
1477,MT-RNR1,rRNA
1478,MT-RNR1,rRNA
1479,MT-RNR1,rRNA
1480,MT-RNR1,rRNA
1481,MT-RNR1,rRNA
1482,MT-RNR1,rRNA
1483,MT-RNR1,rRNA
1484,MT-RNR1,rRNA
1485,MT-RNR1,rRNA
1486,MT-RNR1,rRNA
1487,MT-RNR1,rRNA
1488,MT-RNR1,rRNA
1489,MT-RNR1,rRNA
1490,MT-RNR1,rRNA
1491,MT-RNR1,rRNA
1492,MT-RNR1,rRNA
1493,MT-RNR1,rRNA
1494,MT-RNR1,rRNA
1495,MT-RNR1,rRNA
1496,MT-RNR1,rRNA
1497,MT-RNR1,rRNA
1498,MT-RNR1,rRNA
1499,MT-RNR1,rRNA
1500,MT-RNR1,rRNA
1501,MT-RNR1,rRNA
1502,MT-RNR1,rRNA
1503,MT-RNR1,rRNA
1504,MT-RNR1,rRNA
1505,MT-RNR1,rRNA
1506,MT-RNR1,rRNA
1507,MT-RNR1,rRNA
1508,MT-RNR1,rRNA
1509,MT-RNR1,rRNA
1510,MT-RNR1,rRNA
1511,MT-RNR1,rRNA
1512,MT-RNR1,rRNA
1513,MT-RNR1,rRNA
1514,MT-RNR1,rRNA
1515,MT-RNR1,rRNA
1516,MT-RNR1,rRNA
1517,MT-RNR1,rRNA
1518,MT-RNR1,rRNA
1519,MT-RNR1,rRNA
1520,MT-RNR1,rRNA
1521,MT-RNR1,rRNA
1522,MT-RNR1,rRNA
1523,MT-RNR1,rRNA
1524,MT-RNR1,rRNA
1525,MT-RNR1,rRNA
1526,MT-RNR1,rRNA
1527,MT-RNR1,rRNA
1528,MT-RNR1,rRNA
1529,MT-RNR1,rRNA
1530,MT-RNR1,rRNA
1531,MT-RNR1,rRNA
1532,MT-RNR1,rRNA
1533,MT-RNR1,rRNA
1534,MT-RNR1,rRNA
1535,MT-RNR1,rRNA
1536,MT-RNR1,rRNA
1537,MT-RNR1,rRNA
1538,MT-RNR1,rRNA
1539,MT-RNR1,rRNA
1540,MT-RNR1,rRNA
1541,MT-RNR1,rRNA
1542,MT-RNR1,rRNA
1543,MT-RNR1,rRNA
1544,MT-RNR1,rRNA
1545,MT-RNR1,rRNA
1546,MT-RNR1,rRNA
1547,MT-RNR1,rRNA
1548,MT-RNR1,rRNA
1549,MT-RNR1,rRNA
1550,MT-RNR1,rRNA
1551,MT-RNR1,rRNA
1552,MT-RNR1,rRNA
1553,MT-RNR1,rRNA
1554,MT-RNR1,rRNA
1555,MT-RNR1,rRNA
1556,MT-RNR1,rRNA
1557,MT-RNR1,rRNA
1558,MT-RNR1,rRNA
1559,MT-RNR1,rRNA
1560,MT-RNR1,rRNA
1561,MT-RNR1,rRNA
1562,MT-RNR1,rRNA
1563,MT-RNR1,rRNA
1564,MT-RNR1,rRNA
1565,MT-RNR1,rRNA
1566,MT-RNR1,rRNA
1567,MT-RNR1,rRNA
1568,MT-RNR1,rRNA
1569,MT-RNR1,rRNA
1570,MT-RNR1,rRNA
1571,MT-RNR1,rRNA
1572,MT-RNR1,rRNA
1573,MT-RNR1,rRNA
1574,MT-RNR1,rRNA
1575,MT-RNR1,rRNA
1576,MT-RNR1,rRNA
1577,MT-RNR1,rRNA
1578,MT-RNR1,rRNA
1579,MT-RNR1,rRNA
1580,MT-RNR1,rRNA
1581,MT-RNR1,rRNA
1582,MT-RNR1,rRNA
1583,MT-RNR1,rRNA
1584,MT-RNR1,rRNA
1585,MT-RNR1,rRNA
1586,MT-RNR1,rRNA
1587,MT-RNR1,rRNA
1588,MT-RNR1,rRNA
1589,MT-RNR1,rRNA
1590,MT-RNR1,rRNA
1591,MT-RNR1,rRNA
1592,MT-RNR1,rRNA
1593,MT-RNR1,rRNA
1594,MT-RNR1,rRNA
1595,MT-RNR1,rRNA
1596,MT-RNR1,rRNA
1597,MT-RNR1,rRNA
1598,MT-RNR1,rRNA
1599,MT-RNR1,rRNA
1600,MT-RNR1,rRNA
1601,MT-RNR1,rRNA
1602,MT-TV,tRNA
1603,MT-TV,tRNA
1604,MT-TV,tRNA
1605,MT-TV,tRNA
1606,MT-TV,tRNA
1607,MT-TV,tRNA
1608,MT-TV,tRNA
1609,MT-TV,tRNA
1610,MT-TV,tRNA
1611,MT-TV,tRNA
1612,MT-TV,tRNA
1613,MT-TV,tRNA
1614,MT-TV,tRNA
1615,MT-TV,tRNA
1616,MT-TV,tRNA
1617,MT-TV,tRNA
1618,MT-TV,tRNA
1619,MT-TV,tRNA
1620,MT-TV,tRNA
1621,MT-TV,tRNA
1622,MT-TV,tRNA
1623,MT-TV,tRNA
1624,MT-TV,tRNA
1625,MT-TV,tRNA
1626,MT-TV,tRNA
1627,MT-TV,tRNA
1628,MT-TV,tRNA
1629,MT-TV,tRNA
1630,MT-TV,tRNA
1631,MT-TV,tRNA
1632,MT-TV,tRNA
1633,MT-TV,tRNA
1634,MT-TV,tRNA
1635,MT-TV,tRNA
1636,MT-TV,tRNA
1637,MT-TV,tRNA
1638,MT-TV,tRNA
1639,MT-TV,tRNA
1640,MT-TV,tRNA
1641,MT-TV,tRNA
1642,MT-TV,tRNA
1643,MT-TV,tRNA
1644,MT-TV,tRNA
1645,MT-TV,tRNA
1646,MT-TV,tRNA
1647,MT-TV,tRNA
1648,MT-TV,tRNA
1649,MT-TV,tRNA
1650,MT-TV,tRNA
1651,MT-TV,tRNA
1652,MT-TV,tRNA
1653,MT-TV,tRNA
1654,MT-TV,tRNA
1655,MT-TV,tRNA
1656,MT-TV,tRNA
1657,MT-TV,tRNA
1658,MT-TV,tRNA
1659,MT-TV,tRNA
1660,MT-TV,tRNA
1661,MT-TV,tRNA
1662,MT-TV,tRNA
1663,MT-TV,tRNA
1664,MT-TV,tRNA
1665,MT-TV,tRNA
1666,MT-TV,tRNA
1667,MT-TV,tRNA
1668,MT-TV,tRNA
1669,MT-TV,tRNA
1670,MT-TV,tRNA
1671,MT-RNR2,rRNA
1672,MT-RNR2,rRNA
1673,MT-RNR2,rRNA
1674,MT-RNR2,rRNA
1675,MT-RNR2,rRNA
1676,MT-RNR2,rRNA
1677,MT-RNR2,rRNA
1678,MT-RNR2,rRNA
1679,MT-RNR2,rRNA
1680,MT-RNR2,rRNA
1681,MT-RNR2,rRNA
1682,MT-RNR2,rRNA
1683,MT-RNR2,rRNA
1684,MT-RNR2,rRNA
1685,MT-RNR2,rRNA
1686,MT-RNR2,rRNA
1687,MT-RNR2,rRNA
1688,MT-RNR2,rRNA
1689,MT-RNR2,rRNA
1690,MT-RNR2,rRNA
1691,MT-RNR2,rRNA
1692,MT-RNR2,rRNA
1693,MT-RNR2,rRNA
1694,MT-RNR2,rRNA
1695,MT-RNR2,rRNA
1696,MT-RNR2,rRNA
1697,MT-RNR2,rRNA
1698,MT-RNR2,rRNA
1699,MT-RNR2,rRNA
1700,MT-RNR2,rRNA
1701,MT-RNR2,rRNA
1702,MT-RNR2,rRNA
1703,MT-RNR2,rRNA
1704,MT-RNR2,rRNA
1705,MT-RNR2,rRNA
1706,MT-RNR2,rRNA
1707,MT-RNR2,rRNA
1708,MT-RNR2,rRNA
1709,MT-RNR2,rRNA
1710,MT-RNR2,rRNA
1711,MT-RNR2,rRNA
1712,MT-RNR2,rRNA
1713,MT-RNR2,rRNA
1714,MT-RNR2,rRNA
1715,MT-RNR2,rRNA
1716,MT-RNR2,rRNA
1717,MT-RNR2,rRNA
1718,MT-RNR2,rRNA
1719,MT-RNR2,rRNA
1720,MT-RNR2,rRNA
1721,MT-RNR2,rRNA
1722,MT-RNR2,rRNA
1723,MT-RNR2,rRNA
1724,MT-RNR2,rRNA
1725,MT-RNR2,rRNA
1726,MT-RNR2,rRNA
1727,MT-RNR2,rRNA
1728,MT-RNR2,rRNA
1729,MT-RNR2,rRNA
1730,MT-RNR2,rRNA
1731,MT-RNR2,rRNA
1732,MT-RNR2,rRNA
1733,MT-RNR2,rRNA
1734,MT-RNR2,rRNA
1735,MT-RNR2,rRNA
1736,MT-RNR2,rRNA
1737,MT-RNR2,rRNA
1738,MT-RNR2,rRNA
1739,MT-RNR2,rRNA
1740,MT-RNR2,rRNA
1741,MT-RNR2,rRNA
1742,MT-RNR2,rRNA
1743,MT-RNR2,rRNA
1744,MT-RNR2,rRNA
1745,MT-RNR2,rRNA
1746,MT-RNR2,rRNA
1747,MT-RNR2,rRNA
1748,MT-RNR2,rRNA
1749,MT-RNR2,rRNA
1750,MT-RNR2,rRNA
1751,MT-RNR2,rRNA
1752,MT-RNR2,rRNA
1753,MT-RNR2,rRNA
1754,MT-RNR2,rRNA
1755,MT-RNR2,rRNA
1756,MT-RNR2,rRNA
1757,MT-RNR2,rRNA
1758,MT-RNR2,rRNA
1759,MT-RNR2,rRNA
1760,MT-RNR2,rRNA
1761,MT-RNR2,rRNA
1762,MT-RNR2,rRNA
1763,MT-RNR2,rRNA
1764,MT-RNR2,rRNA
1765,MT-RNR2,rRNA
1766,MT-RNR2,rRNA
1767,MT-RNR2,rRNA
1768,MT-RNR2,rRNA
1769,MT-RNR2,rRNA
1770,MT-RNR2,rRNA
1771,MT-RNR2,rRNA
1772,MT-RNR2,rRNA
1773,MT-RNR2,rRNA
1774,MT-RNR2,rRNA
1775,MT-RNR2,rRNA
1776,MT-RNR2,rRNA
1777,MT-RNR2,rRNA
1778,MT-RNR2,rRNA
1779,MT-RNR2,rRNA
1780,MT-RNR2,rRNA
1781,MT-RNR2,rRNA
1782,MT-RNR2,rRNA
1783,MT-RNR2,rRNA
1784,MT-RNR2,rRNA
1785,MT-RNR2,rRNA
1786,MT-RNR2,rRNA
1787,MT-RNR2,rRNA
1788,MT-RNR2,rRNA
1789,MT-RNR2,rRNA
1790,MT-RNR2,rRNA
1791,MT-RNR2,rRNA
1792,MT-RNR2,rRNA
1793,MT-RNR2,rRNA
1794,MT-RNR2,rRNA
1795,MT-RNR2,rRNA
1796,MT-RNR2,rRNA
1797,MT-RNR2,rRNA
1798,MT-RNR2,rRNA
1799,MT-RNR2,rRNA
1800,MT-RNR2,rRNA
1801,MT-RNR2,rRNA
1802,MT-RNR2,rRNA
1803,MT-RNR2,rRNA
1804,MT-RNR2,rRNA
1805,MT-RNR2,rRNA
1806,MT-RNR2,rRNA
1807,MT-RNR2,rRNA
1808,MT-RNR2,rRNA
1809,MT-RNR2,rRNA
1810,MT-RNR2,rRNA
1811,MT-RNR2,rRNA
1812,MT-RNR2,rRNA
1813,MT-RNR2,rRNA
1814,MT-RNR2,rRNA
1815,MT-RNR2,rRNA
1816,MT-RNR2,rRNA
1817,MT-RNR2,rRNA
1818,MT-RNR2,rRNA
1819,MT-RNR2,rRNA
1820,MT-RNR2,rRNA
1821,MT-RNR2,rRNA
1822,MT-RNR2,rRNA
1823,MT-RNR2,rRNA
1824,MT-RNR2,rRNA
1825,MT-RNR2,rRNA
1826,MT-RNR2,rRNA
1827,MT-RNR2,rRNA
1828,MT-RNR2,rRNA
1829,MT-RNR2,rRNA
1830,MT-RNR2,rRNA
1831,MT-RNR2,rRNA
1832,MT-RNR2,rRNA
1833,MT-RNR2,rRNA
1834,MT-RNR2,rRNA
1835,MT-RNR2,rRNA
1836,MT-RNR2,rRNA
1837,MT-RNR2,rRNA
1838,MT-RNR2,rRNA
1839,MT-RNR2,rRNA
1840,MT-RNR2,rRNA
1841,MT-RNR2,rRNA
1842,MT-RNR2,rRNA
1843,MT-RNR2,rRNA
1844,MT-RNR2,rRNA
1845,MT-RNR2,rRNA
1846,MT-RNR2,rRNA
1847,MT-RNR2,rRNA
1848,MT-RNR2,rRNA
1849,MT-RNR2,rRNA
1850,MT-RNR2,rRNA
1851,MT-RNR2,rRNA
1852,MT-RNR2,rRNA
1853,MT-RNR2,rRNA
1854,MT-RNR2,rRNA
1855,MT-RNR2,rRNA
1856,MT-RNR2,rRNA
1857,MT-RNR2,rRNA
1858,MT-RNR2,rRNA
1859,MT-RNR2,rRNA
1860,MT-RNR2,rRNA
1861,MT-RNR2,rRNA
